,window_size(minutes),dt(minutes),max_dist(deg),min_samples,grid_km,pred(hours),thr(%),thr_future(%),tn,fp,fn,tp,roc_auc,accuracy,precision,recall,f1,hss,hss2,tss,csi,n_cases,gauss_bandwith
16,0 days 00:15:00,0 days 00:15:00,0.2,3,2,3,9.001805453800215e-255,0.9,27901763,16630503,1294332,1871602,0.620711335178201,0.6242031145829402,0.10115616574438421,0.5911689883617284,0.17275231967230628,0.06699364579783192,0.033496822898915944,0.2177205992768343,0.09454236638643611,438,0.1
17,0 days 00:15:00,0 days 00:15:00,0.2,3,2,3,1.9877149665738752e-253,0.8,28289500,17034035,963106,1411559,0.6210103838715051,0.6226872083223266,0.07652553775172542,0.594424476715663,0.13559475893167322,0.051964915432027935,0.025982457716014047,0.21859247243797375,0.07272815799100403,438,0.1
18,0 days 00:15:00,0 days 00:15:00,0.2,3,2,3,6.78365444739739e-253,0.7,28524845,17312519,750649,1110187,0.6212385541714256,0.6213029422493931,0.060261885523223355,0.5966065789784807,0.10946677853404499,0.04154358463306525,0.020771792316532648,0.21891210684435009,0.057902594512019415,438,0.1
19,0 days 00:15:00,0 days 00:15:00,0.2,3,2,3,3.8730639441772124e-254,0.6,28635706,17595017,587181,880296,0.6213488591888114,0.6188074602395898,0.047647149469132136,0.5998703897914583,0.088282131035828,0.03316890852278687,0.016584454261393385,0.2192789592832225,0.04617947683026156,438,0.1
20,0 days 00:15:00,0 days 00:15:00,0.2,3,2,3,9.738324836856745e-255,0.5,28743581,17811955,453995,688669,0.6213794571406202,0.6170515868523341,0.03722409579266083,0.6026872291417249,0.07011748745932961,0.0261734078593923,0.013086703929696129,0.22009137630909936,0.03633251610069292,438,0.1
21,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,1.4018179675384215e-288,0.99,29590709,13167078,2629530,2310883,0.5844797877417462,0.6688217165427626,0.14930151329364377,0.4677509754751273,0.22635328356704604,0.08223647028172926,0.041118235140864635,0.15980524385903594,0.1276202760503926,438,0.1
22,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,2.4466251718040025e-280,0.95,30528611,13554282,1926912,1688395,0.5843078062190261,0.6754344189088897,0.11076761647576734,0.4670128982130701,0.17906420962071024,0.06442963371042768,0.03221481685521381,0.15954029200276537,0.09833636670044926,438,0.1
23,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,1.381884918127265e-274,0.9,31049033,13696424,1577150,1375593,0.584734597360208,0.6797872037099932,0.09126801011437288,0.46586953216043525,0.1526337105181983,0.05477719943830609,0.02738859971915302,0.15977311660700821,0.0826223317959391,438,0.1
24,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,3.0431664881152685e-278,0.8,31348767,14138164,1168405,1042864,0.585667431556985,0.6790954585288334,0.06869521616059203,0.47161335866418785,0.1199225151226431,0.0424252246771903,0.02121261233859522,0.16079520300536798,0.06378594291312732,438,0.1
25,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,3.82245713621062e-282,0.7,31496761,14471249,906277,823913,0.5861594991320401,0.6776078342578965,0.05386755629002164,0.47619798981614736,0.0967866038834322,0.03381572583870115,0.016907862919350626,0.16138668952274765,0.05085430991654507,438,0.1
26,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,6.30327784618924e-284,0.6,31642031,14693385,709828,652956,0.5866344022399312,0.6770693024055415,0.04254799238463423,0.47913389062389933,0.07815561856171403,0.027096174901544465,0.013548087450772182,0.16202472730053563,0.04066698600394652,438,0.1
27,0 days 00:15:00,0 days 00:15:00,0.2,3,2,4,2.40472693547668e-286,0.5,31734113,14903749,548688,511650,0.5870225990723239,0.6760373137770398,0.03319083729198317,0.48253481437051204,0.062109512915871384,0.02140082587778298,0.010700412938891507,0.16297151620731581,0.03205006337036374,438,0.1
28,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,1.035030068623212e-296,0.99,32328669,10830753,2831085,1707693,0.5643517800860665,0.7135774934903204,0.13619654301657477,0.3762451038583513,0.1999965568174312,0.07005410149937265,0.035027050749686366,0.12529751239153325,0.11110898569383802,438,0.1
29,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,3.648969144063015e-288,0.95,33277149,11109295,2060223,1251533,0.565652140224692,0.7238990569874754,0.10124993244789103,0.37790616216895206,0.15970984746357078,0.05636272681355406,0.02818136340677706,0.1276203992454793,0.08678514485525361,438,0.1
30,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,1.9894288296321754e-283,0.9,33763217,11235429,1676756,1022798,0.5664797498618455,0.7292940823762741,0.0834376782221442,0.37887665888513433,0.13675798569319875,0.0484920935726479,0.024246046786323902,0.12919294617964538,0.07339786492742761,438,0.1
31,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,1.0591364892978312e-282,0.8,34209438,11471183,1246463,771116,0.5672162796027668,0.7333726220276656,0.06298784239790255,0.38219866483542897,0.10815183692314898,0.038305634509793206,0.019152817254896603,0.13108161018768238,0.05716729229858159,438,0.1
32,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,1.6896496218822168e-282,0.7,34490401,11630824,970023,606952,0.567775154190691,0.7358213307839708,0.04959659336794529,0.3848837172434566,0.08787013244031687,0.03111786744592728,0.015558933722963752,0.13270429226070735,0.04595406093021252,438,0.1
33,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,1.6896496218822168e-282,0.6,34700341,11756702,760083,481074,0.5685862295101237,0.7375837033682613,0.039310574078165836,0.3876012462565171,0.07138161455361489,0.025328391818249908,0.012664195909125008,0.1345351610990954,0.037011787864447525,438,0.1
34,0 days 00:15:00,0 days 00:15:00,0.2,3,2,5,9.81856424280741e-283,0.5,34866746,11866205,588456,376793,0.5695079235769065,0.738886142454013,0.03077620367168238,0.39035834276958586,0.05705420257510327,0.02030034591983859,0.010150172959919235,0.13644317700143227,0.02936479373265103,438,0.1
35,0 days 00:15:00,0 days 00:15:00,0.2,3,2,6,4.968008890720699e-300,0.99,34472082,8973933,2981910,1270275,0.547025161997171,0.7493439375070757,0.12399933699120518,0.29873465053848786,0.17525394075615913,0.05635836806764647,0.02817918403382321,0.09218099999079091,0.09604292053042321,438,0.1
36,0 days 00:15:00,0 days 00:15:00,0.2,3,2,6,1.671168903390684e-294,0.95,35374586,9223436,2168409,931769,0.5477312241080677,0.7611682411495612,0.0917528498932321,0.3005533875796809,0.14058726179394437,0.04553290916469262,0.022766454582346312,0.09374071772629594,0.07560842136081185,438,0.1
37,0 days 00:15:00,0 days 00:15:00,0.2,3,2,6,6.2606997510681835e-301,0.9,35684587,9487352,1755241,771020,0.5484940848329705,0.7642973319747915,0.07516007413262066,0.30520203573581667,0.12061668097942273,0.03892996472360816,0.019464982361803995,0.09517447858357664,0.06417886109699056,438,0.1
38,0 days 00:15:00,0 days 00:15:00,0.2,3,2,6,4.904220194250313e-294,0.8,36241508,9570372,1309042,577278,0.5493634122905738,0.7719114348130537,0.05688785088173124,0.30603397090631496,0.09594140587021573,0.03133532569711402,0.015667662848557227,0.09712807138854795,0.050387843192432856,438,0.1
39,0 days 00:15:00,0 days 00:15:00,0.2,3,2,6,4.904220194250313e-294,0.7,36529467,9695493,1021083,452157,0.5493411834243759,0.7753253581896172,0.04455780402359167,0.30691333387635417,0.07781796402857269,0.02523724465148317,0.012618622325741482,0.09716749526448734,0.040484180255719246,438,0.1
